,title,price,link,parts
62,12 inch sun explode subwoofers 1800 w,200,https://charlottesville.craigslist.org/pts/d/scottsville-12-inch-sun-explode/7882042376.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
63,superglide 2900 5th wheel hitch,1100,https://charlottesville.craigslist.org/pts/d/culpeper-superglide-th-wheel-hitch/7884525215.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
64,1980-87 chevrolet exhaust parts,125,https://charlottesville.craigslist.org/pts/d/crozet-chevrolet-exhaust-parts/7884481257.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
65,1993 7.3l diesel engine,1600,https://charlottesville.craigslist.org/pts/d/stanardsville-diesel-engine/7861394687.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
66,"""hemi"" v8 engine",800,https://charlottesville.craigslist.org/pts/d/somerset-hemi-v8-engine/7873059329.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
67,rv dually chrome wheel cover,35,https://charlottesville.craigslist.org/pts/d/somerset-rv-dually-chrome-wheel-cover/7873061316.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
68,"automotive bulbs ""new old stock"" from (80'-90's-2000's) each",0,https://charlottesville.craigslist.org/pts/d/palmyra-automotive-bulbs-new-old-stock/7883935231.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
69,kurt tow hitch toyota highlander 08-13,100,https://charlottesville.craigslist.org/pts/d/charlottesville-kurt-tow-hitch-toyota/7872866549.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
70,all four 2013 toyota highlander struts,1,https://charlottesville.craigslist.org/pts/d/charlottesville-all-four-2013-toyota/7872867197.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
71,dog barrier for honda cr-v (2006 to 2011),80,https://charlottesville.craigslist.org/pts/d/gordonsville-dog-barrier-for-honda-cr/7874115081.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
72,kilmat sound deadening mat,60,https://charlottesville.craigslist.org/pts/d/charlottesville-kilmat-sound-deadening/7883364560.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
73,"15"" wheels w winter tires",200,https://charlottesville.craigslist.org/pts/d/keswick-15-wheels-winter-tires/7872208149.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
74,"14"" wheels with winter tires",200,https://charlottesville.craigslist.org/pts/d/keswick-14-wheels-with-winter-tires/7872210406.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
75,camper two slides 600 bucks,600,https://charlottesville.craigslist.org/pts/d/scottsville-camper-two-slides-600-bucks/7883299726.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
76,gray & beige two tone perforated leather steering wheel cover for car,15,https://charlottesville.craigslist.org/pts/d/charlottesville-gray-beige-two-tone/7879784477.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
77,type q12 9006 led headlights,20,https://charlottesville.craigslist.org/pts/d/palmyra-type-led-headlights/7861417635.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
78,hose clamps box of 10,5,https://charlottesville.craigslist.org/pts/d/scottsville-hose-clamps-box-of-10/7871765403.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
79,1957 chevrolet 210 4 door,9000,https://charlottesville.craigslist.org/pts/d/batesville-1957-chevrolet-door/7871589659.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
80,have several mustangs and many more parts than pictured,123,https://charlottesville.craigslist.org/pts/d/louisa-have-several-mustangs-and-many/7883222065.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
81,1956-1974 corvette exhaust pipe flanges 2-inch 3734402 nos,25,https://charlottesville.craigslist.org/pts/d/pratts-corvette-exhaust-pipe-flanges/7883188508.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
82,tires,0,https://charlottesville.craigslist.org/pts/d/charlottesville-tires/7883142021.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
83,tesla model 3 roof rack,40,https://charlottesville.craigslist.org/pts/d/ruckersville-tesla-model-roof-rack/7883102112.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
84,ford e40d transmission,1200,https://charlottesville.craigslist.org/pts/d/somerset-ford-e40d-transmission/7876654505.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
85,spidertrax wheels spacers 4runner,100,https://charlottesville.craigslist.org/pts/d/scottsville-spidertrax-wheels-spacers/7881385107.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
86,spidertrax wheel spacers for sequoia or tundra,100,https://charlottesville.craigslist.org/pts/d/scottsville-spidertrax-wheel-spacers/7881385029.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
87,2011 silverado,8000,https://charlottesville.craigslist.org/pts/d/scottsville-2011-silverado/7882552683.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
88,1963 chevrolet 283ci engine,2000,https://charlottesville.craigslist.org/pts/d/pratts-1963-chevrolet-283ci-engine/7883020759.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
89,new pirelli scorpion atx,800,https://charlottesville.craigslist.org/pts/d/charlottesville-new-pirelli-scorpion-atx/7882643766.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
90,bmw aluminum car rims,150,https://charlottesville.craigslist.org/pts/d/montpelier-station-bmw-aluminum-car-rims/7855270156.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
91,"""masda"" truck rack and penion steering unit",105,https://charlottesville.craigslist.org/pts/d/montpelier-station-masda-truck-rack-and/7855271939.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
92,rv black water tank,65,https://charlottesville.craigslist.org/pts/d/somerset-rv-black-water-tank/7871390189.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
93,lencodrive race transmission,8499,https://charlottesville.craigslist.org/pts/d/lynchburg-lencodrive-race-transmission/7870740059.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
94,mark v timing cover and mark v oil pan,1,https://charlottesville.craigslist.org/pts/d/charlottesville-mark-timing-cover-and/7872027062.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
95,1 set of 9004/9007/hb5 led 160 watts 6000k headlight bulbs,15,https://charlottesville.craigslist.org/pts/d/earlysville-set-of-hb5-led-160-watts/7882573344.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
96,3rd gen 4runner 5-speed manual transfer case,300,https://charlottesville.craigslist.org/pts/d/charlottesville-3rd-gen-4runner-speed/7882508601.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
97,honda emblem,25,https://charlottesville.craigslist.org/pts/d/pratts-honda-emblem/7882385754.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
98,new 1 3/4 64 to 72 headman pontiac headers,125,https://charlottesville.craigslist.org/pts/d/barboursville-new-to-72-headman-pontiac/7852017825.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
99,brake light switch standard sls-355,10,https://charlottesville.craigslist.org/pts/d/henrico-brake-light-switch-standard-sls/7882256981.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
100,new 3pcs bha4-37-140 tire pressure sensors tpms for mazda 2 3 5 6 cx7,25,https://charlottesville.craigslist.org/pts/d/henrico-new-3pcs-bha-tire-pressure/7882256806.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
101,rv two step electric stairs,50,https://charlottesville.craigslist.org/pts/d/somerset-rv-two-step-electric-stairs/7882180280.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
102,needs transmission 2010 f150 4x4 super cab,4500,https://charlottesville.craigslist.org/pts/d/afton-needs-transmission-2010-f150-4x4/7880629848.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
103,2012 jeep wrangler stock air box,100,https://charlottesville.craigslist.org/pts/d/afton-2012-jeep-wrangler-stock-air-box/7857781818.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
104,rear jeep bumper,50,https://charlottesville.craigslist.org/pts/d/afton-rear-jeep-bumper/7857772226.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
105,rough country front lift blocks,10,https://charlottesville.craigslist.org/pts/d/afton-rough-country-front-lift-blocks/7857755022.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
106,used head an tail lights off 2010 f150,50,https://charlottesville.craigslist.org/pts/d/afton-used-head-an-tail-lights-off-2010/7857754247.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
107,rough country front jeep fenders,125,https://charlottesville.craigslist.org/pts/d/afton-rough-country-front-jeep-fenders/7857764134.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
108,duluth trading convertible seat saver,35,https://charlottesville.craigslist.org/pts/d/madison-duluth-trading-convertible-seat/7881853394.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
109,oem 2001-2007 mercedes benz steering wheel,80,https://charlottesville.craigslist.org/pts/d/charlottesville-oem-mercedes-benz/7841262620.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
110,new nissan parts,1100,https://charlottesville.craigslist.org/pts/d/palmyra-new-nissan-parts/7875964811.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
111,2011 hd 1200c,1,https://charlottesville.craigslist.org/pts/d/louisa-2011-hd-1200c/7875766916.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
112,front bumper ford truck,75,https://charlottesville.craigslist.org/pts/d/troy-front-bumper-ford-truck/7870438584.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
113,s10 tailgate,100,https://charlottesville.craigslist.org/pts/d/troy-s10-tailgate/7870439017.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
114,dana 60 spool with shorten axles,250,https://charlottesville.craigslist.org/pts/d/troy-dana-60-spool-with-shorten-axles/7870439427.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
115,1967 chevy nova front clip,250,https://charlottesville.craigslist.org/pts/d/troy-1967-chevy-nova-front-clip/7870440033.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
116,chevy nova ten bolt rear end,800,https://charlottesville.craigslist.org/pts/d/troy-chevy-nova-ten-bolt-rear-end/7870440493.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
117,1967-69 hood for camaro,50,https://charlottesville.craigslist.org/pts/d/troy-hood-for-camaro/7870440915.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
118,1985 chevrolet transmission,100,https://charlottesville.craigslist.org/pts/d/troy-1985-chevrolet-transmission/7870441326.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
119,bench seat,350,https://charlottesville.craigslist.org/pts/d/troy-bench-seat/7870442259.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
120,aluminum tool box,250,https://charlottesville.craigslist.org/pts/d/troy-aluminum-tool-box/7870442571.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
121,gas tank for 48-55 chevy pickup,100,https://charlottesville.craigslist.org/pts/d/troy-gas-tank-for-chevy-pickup/7870442988.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
122,76 jeep cj5 hood,50,https://charlottesville.craigslist.org/pts/d/troy-76-jeep-cj5-hood/7870443248.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
123,new ford f150 tow mirror replacement bulbs driver and passenger,70,https://charlottesville.craigslist.org/pts/d/charlottesville-new-ford-f150-tow/7877718274.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
124,chevrolet camaro ss,18500,https://charlottesville.craigslist.org/pts/d/arrington-chevrolet-camaro-ss/7881447661.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
125,reese fifth wheel hitch,275,https://charlottesville.craigslist.org/pts/d/quinque-reese-fifth-wheel-hitch/7870216653.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
126,1977 jeep trucks,2100,https://charlottesville.craigslist.org/pts/d/quinque-1977-jeep-trucks/7870216952.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
127,"2"" inch triangular tow trailer coupler and ball",20,https://charlottesville.craigslist.org/pts/d/scottsville-inch-triangular-tow-trailer/7859205728.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
128,"jeep rear 5 leaf spring, 1976-91 grand wagoneer sj & j-series truck",50,https://charlottesville.craigslist.org/pts/d/jeep-rear-leaf-spring-grand-wagoneer-sj/7881210337.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
129,2011-2019 ford explorer heavy duty rear brake kit,50,https://charlottesville.craigslist.org/pts/d/orange-ford-explorer-heavy-duty-rear/7843852885.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
130,2017 tundra platinum halogen headlight pair,100,https://charlottesville.craigslist.org/pts/d/crozet-2017-tundra-platinum-halogen/7873877100.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
